message_id,text,category,urgency,source
MSG-1211,"Flood water entering homes at the old bus stand area, need boats for rescue.",Flood/Rescue,High,synthetic
MSG-1845,"Power lines down near Marathahalli, risk of electrocution.",Infrastructure,Medium,synthetic
MSG-2130,Water levels low at the community tank near Marathahalli.,Water,Medium,synthetic
MSG-2063,"Contaminated water near Jayanagar, urgent need for clean water and purification.",Water,High,synthetic
MSG-1940,Thank you to the volunteers who helped near Sector 12 yesterday.,Other/Irrelevant,Medium,synthetic
MSG-1749,"Elderly person with chest pain at Whitefield, needs urgent medical attention.",Medical,Critical,synthetic
MSG-1758,"Ran out of baby food near Jayanagar, urgent for infants.",Food,High,synthetic
MSG-1299,"Small electrical fire near the highway bridge area, under control but need fire dept.",Fire,Medium,synthetic
MSG-2102,No food available for pregnant women near the riverside colony for two days now.,Food,Medium,synthetic
MSG-1876,"Families near the old bus stand area running low on food supplies, need help soon.",Food,High,synthetic
MSG-1579,"Mobile network down near Marathahalli, people unable to call for help.",Infrastructure,High,synthetic
MSG-1859,"Families near Jayanagar running low on food supplies, need help soon.",Food,Low,synthetic
MSG-2177,"Water supply cut off near Anekal since yesterday, need water tankers.",Water,High,synthetic
MSG-1884,Water levels low at the community tank near Anekal.,Water,Medium,synthetic
MSG-2121,"Flood water entering homes at the riverside colony, need boats for rescue.",Flood/Rescue,Critical,synthetic
MSG-1335,"Camp near Sector 12 is over capacity, need additional shelter space.",Shelter,High,synthetic
MSG-1463,"Water level rising fast near Yelahanka, families stuck on rooftops.",Flood/Rescue,Medium,synthetic
MSG-1154,"Mobile network down near Electronic City, people unable to call for help.",Infrastructure,Low,synthetic
MSG-1180,"Water level rising fast near the riverside colony, families stuck on rooftops.",Flood/Rescue,Medium,synthetic
MSG-1580,"Elderly person with chest pain at the old bus stand area, needs urgent medical attention.",Medical,High,synthetic
MSG-1686,"Minor cuts and bruises from the incident near the old bus stand area, first aid would help.",Medical,Low,synthetic
MSG-1840,"Building on fire at Sector 12, multiple people including pregnant women inside.",Fire,Critical,synthetic
MSG-1344,"Roof collapsed partially near Jayanagar, need shelter for the night.",Shelter,High,synthetic
MSG-1555,"Water supply cut off near Koramangala since yesterday, need water tankers.",Water,Low,synthetic
MSG-2094,"Families displaced near Sector 12, looking for temporary shelter.",Shelter,Critical,synthetic
MSG-1121,"Just checking in, everyone in my family near Yelahanka is safe.",Other/Irrelevant,Low,synthetic
MSG-1473,"Water level rising fast near Koramangala, families stuck on rooftops.",Flood/Rescue,Low,synthetic
MSG-1528,"Ran out of baby food near the riverside colony, urgent for infants.",Food,Low,synthetic
MSG-1003,"Elderly person with chest pain at the riverside colony, needs urgent medical attention.",Medical,High,synthetic
MSG-1294,"Families displaced near the old bus stand area, looking for temporary shelter.",Shelter,Critical,synthetic
MSG-1716,"Water supply cut off near the riverside colony since yesterday, need water tankers.",Water,Medium,synthetic
MSG-1953,"Someone collapsed near Jayanagar, breathing heavily, please send an ambulance.",Medical,Critical,synthetic
MSG-1458,Requesting food packets for a shelter camp near Yelahanka.,Food,High,synthetic
MSG-1384,"Families near Jayanagar running low on food supplies, need help soon.",Food,High,synthetic
MSG-1025,"Water supply cut off near the highway bridge area since yesterday, need water tankers.",Water,Medium,synthetic
MSG-1064,Thank you to the volunteers who helped near the highway bridge area yesterday.,Other/Irrelevant,Low,synthetic
MSG-1182,Water levels low at the community tank near Whitefield.,Water,Medium,synthetic
MSG-2133,"Contaminated water close to Sector 12, urgent need for clean water and purification.",Water,High,synthetic
MSG-1696,Bridge near the highway bridge area looks structurally unsafe after the storm.,Infrastructure,Critical,synthetic
MSG-1891,"Roof collapsed partially near Electronic City, need shelter for the night.",Shelter,Low,synthetic
MSG-1803,Our street is flooded and a disabled person need rescue near Electronic City.,Flood/Rescue,Critical,synthetic
MSG-1031,"Families near Sector 12 running low on food supplies, need help soon.",Food,Medium,synthetic
MSG-1792,Thank you to the volunteers who helped near Indiranagar yesterday.,Other/Irrelevant,Low,synthetic
MSG-1468,"Minor waterlogging near Sector 12, roads slow but passable.",Flood/Rescue,High,synthetic
MSG-1669,Bridge near Electronic City looks structurally unsafe after the storm.,Infrastructure,Critical,synthetic
MSG-1608,"Water supply cut off near the old bus stand area since yesterday, need water tankers.",Water,High,synthetic
MSG-1527,"Fire has broken out near the government school, spreading fast, people trapped inside.",Fire,Medium,synthetic
MSG-1630,"Families near Electronic City running low on food supplies, need help soon.",Food,High,synthetic
MSG-1304,"Water supply cut off near Indiranagar since yesterday, need water tankers.",Water,Medium,synthetic
MSG-1587,Our street is flooded and senior citizens need rescue near Whitefield.,Flood/Rescue,Medium,synthetic
MSG-1641,"Trapped in a car due to flooding near Anekal, water rising.",Flood/Rescue,Low,synthetic
MSG-1012,Road completely blocked near Jayanagar due to fallen trees.,Infrastructure,Critical,synthetic
MSG-1719,"Water level rising fast near Marathahalli, families stuck on rooftops.",Flood/Rescue,Critical,synthetic
MSG-1326,"Power lines down near Koramangala, risk of electrocution.",Infrastructure,High,synthetic
MSG-1985,"Elderly person with chest pain at the government school, needs urgent medical attention.",Medical,Critical,synthetic
MSG-1371,"Someone collapsed near Hebbal, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-1160,"Flood water entering homes at Jayanagar, need boats for rescue.",Flood/Rescue,High,synthetic
MSG-1283,"We have a pregnant woman in labor near Yelahanka, no doctor available.",Medical,High,synthetic
MSG-1784,Is the market near Marathahalli open today?,Other/Irrelevant,Low,synthetic
MSG-1851,"Ran out of baby food near the old bus stand area, urgent for infants.",Food,Medium,synthetic
MSG-1110,"Elderly person with chest pain at Electronic City, needs urgent medical attention.",Medical,High,synthetic
MSG-1920,"Fire has broken out near Sector 12, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1277,Requesting food packets for a shelter camp near the old bus stand area.,Food,Critical,synthetic
MSG-1781,Requesting food packets for a shelter camp close to Whitefield.,Food,Critical,synthetic
MSG-1065,"Families near Electronic City running low on food supplies, need help soon.",Food,High,synthetic
MSG-2183,"Homes damaged near Electronic City, young children need emergency shelter tonight.",Shelter,High,synthetic
MSG-1200,"Sharing updates from local news about Mysore Road, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1581,"Fire has broken out near Anekal, spreading fast, people trapped inside.",Fire,Low,synthetic
MSG-1811,"Small electrical fire near the riverside colony, under control but need fire dept.",Fire,Critical,synthetic
MSG-2000,"Contaminated water near Sector 12, urgent need for clean water and purification.",Water,Low,synthetic
MSG-2002,"No clean drinking water close to Indiranagar, people falling sick.",Water,Critical,synthetic
MSG-2132,"Contaminated water near Sector 12, urgent need for clean water and purification.",Water,High,synthetic
MSG-2039,"Homes damaged near the old bus stand area, senior citizens need emergency shelter tonight.",Shelter,High,synthetic
MSG-1208,"Minor waterlogging near the riverside colony, roads slow but passable.",Flood/Rescue,Low,synthetic
MSG-1802,"Building on fire at Indiranagar, multiple people including an infant inside.",Fire,High,synthetic
MSG-1800,"Families near Mysore Road running low on food supplies, need help soon.",Food,Medium,synthetic
MSG-1858,"Roof collapsed partially near the riverside colony, need shelter for the night.",Shelter,High,synthetic
MSG-1603,Requesting food packets for a shelter camp near Yelahanka.,Food,Medium,synthetic
MSG-1334,Road completely blocked near Koramangala due to fallen trees.,Infrastructure,High,synthetic
MSG-1317,"No clean drinking water near Hebbal, people falling sick.",Water,High,synthetic
MSG-1320,"Someone collapsed near the old bus stand area, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-2158,"Water supply cut off near Sector 12 since yesterday, need water tankers.",Water,Critical,synthetic
MSG-2016,"Mobile network down near Electronic City, people unable to call for help.",Infrastructure,Medium,synthetic
MSG-1330,"Roof collapsed partially near the government school, need shelter for the night.",Shelter,Medium,synthetic
MSG-1229,"Contaminated water near the old bus stand area, urgent need for clean water and purification.",Water,Critical,synthetic
MSG-2170,Can someone confirm if schools near the old bus stand area are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1886,"No clean drinking water near Koramangala, people falling sick.",Water,Critical,synthetic
MSG-2186,"No clean drinking water near Indiranagar, people falling sick.",Water,Critical,synthetic
MSG-1313,"Families near Koramangala running low on food supplies, need help soon.",Food,Critical,synthetic
MSG-2141,"Homes damaged close to Jayanagar, a disabled person need emergency shelter tonight.",Shelter,Medium,synthetic
MSG-1144,Bridge close to Jayanagar looks structurally unsafe after the storm.,Infrastructure,High,synthetic
MSG-1903,"Water supply cut off near Anekal since yesterday, need water tankers.",Water,Critical,synthetic
MSG-1177,"Families displaced near Mysore Road, looking for temporary shelter.",Shelter,Medium,synthetic
MSG-1549,"Building on fire at the highway bridge area, multiple people including young children inside.",Fire,Medium,synthetic
MSG-1381,"Three people including senior citizens are badly injured near the old bus stand area, need medical help urgently.",Medical,High,synthetic
MSG-1647,Can someone confirm if schools near Whitefield are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1156,"Mobile network down near the government school, people unable to call for help.",Infrastructure,Medium,synthetic
MSG-1284,"Many people including an infant are badly injured near Hebbal, need medical help urgently.",Medical,Critical,synthetic
MSG-2144,"Families displaced near Jayanagar, looking for temporary shelter.",Shelter,High,synthetic
MSG-1714,Bridge near Sector 12 looks structurally unsafe after the storm.,Infrastructure,Medium,synthetic
MSG-1546,Can someone confirm if schools near Marathahalli are closed tomorrow?,Other/Irrelevant,High,synthetic
MSG-1542,"Water level rising fast near Yelahanka, families stuck on rooftops.",Flood/Rescue,High,synthetic
MSG-1625,"Sharing updates from local news about Jayanagar, nothing urgent.",Other/Irrelevant,Medium,synthetic
MSG-2011,"Smell of smoke near Yelahanka, not sure of source yet.",Fire,High,synthetic
MSG-1418,Thank you to the volunteers who helped near Hebbal yesterday.,Other/Irrelevant,Medium,synthetic
MSG-1935,"Flood water entering homes at Whitefield, need boats for rescue.",Flood/Rescue,High,synthetic
MSG-2041,"Camp near Marathahalli is over capacity, need additional shelter space.",Shelter,Medium,synthetic
MSG-1586,Bridge near Anekal looks structurally unsafe after the storm.,Infrastructure,High,synthetic
MSG-1819,"Families near the riverside colony running low on food supplies, need help soon.",Food,High,synthetic
MSG-1937,"Minor waterlogging near Indiranagar, roads slow but passable.",Flood/Rescue,Low,synthetic
MSG-1791,"Ran out of baby food near Mysore Road, urgent for infants.",Food,High,synthetic
MSG-2088,"Camp near Koramangala is over capacity, need additional shelter space.",Shelter,Low,synthetic
MSG-1339,"Smell of smoke near Marathahalli, not sure of source yet.",Fire,High,synthetic
MSG-2148,"Families displaced near Koramangala, looking for temporary shelter.",Shelter,Medium,synthetic
MSG-1389,"Water supply cut off near Electronic City since yesterday, need water tankers.",Water,High,synthetic
MSG-1202,"Contaminated water near Jayanagar, urgent need for clean water and purification.",Water,High,synthetic
MSG-1032,"We have a pregnant woman in labor near Electronic City, no doctor available.",Medical,Critical,synthetic
MSG-1223,"Power lines down near the government school, risk of electrocution.",Infrastructure,Medium,synthetic
MSG-1085,Water levels low at the community tank near Yelahanka.,Water,High,synthetic
MSG-1396,"Sharing updates from local news about Jayanagar, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-2089,"Camp close to Koramangala is over capacity, need additional shelter space.",Shelter,Low,synthetic
MSG-1162,"Water supply cut off near Hebbal since yesterday, need water tankers.",Water,Low,synthetic
MSG-1932,"Power lines down near Yelahanka, risk of electrocution.",Infrastructure,Medium,synthetic
MSG-2151,"Minor waterlogging close to the old bus stand area, roads slow but passable.",Flood/Rescue,Critical,synthetic
MSG-1036,"Families near Anekal running low on food supplies, need help soon.",Food,High,synthetic
MSG-2012,"Ran out of baby food near Hebbal, urgent for infants.",Food,High,synthetic
MSG-1775,"Power lines down near Electronic City, risk of electrocution.",Infrastructure,Medium,synthetic
MSG-1842,"Water supply cut off near Anekal since yesterday, need water tankers.",Water,High,synthetic
MSG-1795,"Camp near Jayanagar is over capacity, need additional shelter space.",Shelter,Low,synthetic
MSG-1395,"Sharing updates from local news about Jayanagar, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1967,Can someone confirm if schools near Mysore Road are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1553,Is the market near Jayanagar open today?,Other/Irrelevant,Low,synthetic
MSG-1016,"Building on fire at Sector 12, multiple people including young children inside.",Fire,High,synthetic
MSG-1592,"Just checking in, everyone in my family near Yelahanka is safe.",Other/Irrelevant,Low,synthetic
MSG-2057,"Power lines down near Jayanagar, risk of electrocution.",Infrastructure,Critical,synthetic
MSG-2042,No food available for several families near Electronic City for two days now.,Food,High,synthetic
MSG-2107,"Water supply cut off near Yelahanka since yesterday, need water tankers.",Water,Medium,synthetic
MSG-1739,"Ran out of baby food near Whitefield, urgent for infants.",Food,High,synthetic
MSG-1235,"No clean drinking water near Whitefield, people falling sick.",Water,High,synthetic
MSG-1210,"Smell of smoke near Whitefield, not sure of source yet.",Fire,Critical,synthetic
MSG-2010,Requesting food packets for a shelter camp near Yelahanka.,Food,Medium,synthetic
MSG-1220,Can someone confirm if schools near Koramangala are closed tomorrow?,Other/Irrelevant,Medium,synthetic
MSG-1411,"Camp near the riverside colony is over capacity, need additional shelter space.",Shelter,Medium,synthetic
MSG-1616,Water levels low at the community tank near Yelahanka.,Water,Medium,synthetic
MSG-1529,"No clean drinking water near Electronic City, people falling sick.",Water,Low,synthetic
MSG-1825,"Someone collapsed near Koramangala, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-1216,"Homes damaged near Anekal, young children need emergency shelter tonight.",Shelter,Medium,synthetic
MSG-2108,"Water supply cut off close to Yelahanka since yesterday, need water tankers.",Water,Medium,synthetic
MSG-1455,"Water supply cut off near Anekal since yesterday, need water tankers.",Water,Medium,synthetic
MSG-1386,"Sharing updates from local news about Sector 12, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1078,Can someone confirm if schools near Hebbal are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1685,"Ran out of baby food near the old bus stand area, urgent for infants.",Food,Medium,synthetic
MSG-1962,"Water level rising fast near Jayanagar, families stuck on rooftops.",Flood/Rescue,Critical,synthetic
MSG-1863,"Fire has broken out near Mysore Road, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1839,"Camp near Koramangala is over capacity, need additional shelter space.",Shelter,Medium,synthetic
MSG-1478,"Just checking in, everyone in my family near Mysore Road is safe.",Other/Irrelevant,Low,synthetic
MSG-1387,Requesting food packets for a shelter camp near Koramangala.,Food,Medium,synthetic
MSG-1367,Water levels low at the community tank near Jayanagar.,Water,High,synthetic
MSG-1742,"Small electrical fire near Koramangala, under control but need fire dept.",Fire,Medium,synthetic
MSG-1981,"Fire has broken out near Anekal, spreading fast, people trapped inside.",Fire,High,synthetic
MSG-2122,"Water supply cut off near Jayanagar since yesterday, need water tankers.",Water,Medium,synthetic
MSG-1984,"Power lines down near Mysore Road, risk of electrocution.",Infrastructure,Low,synthetic
MSG-1259,"Homes damaged near Jayanagar, senior citizens need emergency shelter tonight.",Shelter,Low,synthetic
MSG-1147,"Families near Koramangala running low on food supplies, need help soon.",Food,Medium,synthetic
MSG-1175,Requesting food packets for a shelter camp near Electronic City.,Food,Medium,synthetic
MSG-2026,"Roof collapsed partially near Whitefield, need shelter for the night.",Shelter,High,synthetic
MSG-1653,"Smell of smoke near the highway bridge area, not sure of source yet.",Fire,Critical,synthetic
MSG-1582,"Fire has broken out near the riverside colony, spreading fast, people trapped inside.",Fire,Critical,synthetic
MSG-1126,"Ran out of baby food near Yelahanka, urgent for infants.",Food,Low,synthetic
MSG-1004,Can someone confirm if schools near the government school are closed tomorrow?,Other/Irrelevant,High,synthetic
MSG-1477,Our street is flooded and pregnant women need rescue near Whitefield.,Flood/Rescue,Critical,synthetic
MSG-2195,"Fire has broken out near Jayanagar, spreading fast, people trapped inside.",Fire,Medium,synthetic
MSG-1556,Bridge near Mysore Road looks structurally unsafe after the storm.,Infrastructure,Low,synthetic
MSG-1566,"Smell of smoke near Whitefield, not sure of source yet.",Fire,High,synthetic
MSG-1547,Can someone confirm if schools close to Marathahalli are closed tomorrow?,Other/Irrelevant,High,synthetic
MSG-1435,Our street is flooded and young children need rescue near Mysore Road.,Flood/Rescue,Critical,synthetic
MSG-1590,Bridge near Sector 12 looks structurally unsafe after the storm.,Infrastructure,Critical,synthetic
MSG-1071,"Flood water entering homes at the riverside colony, need boats for rescue.",Flood/Rescue,High,synthetic
MSG-1420,"Ran out of baby food near Yelahanka, urgent for infants.",Food,Critical,synthetic
MSG-2172,"Minor waterlogging near Anekal, roads slow but passable.",Flood/Rescue,High,synthetic
MSG-1683,"Contaminated water near Koramangala, urgent need for clean water and purification.",Water,Medium,synthetic
MSG-2074,"Small electrical fire near Anekal, under control but need fire dept.",Fire,Critical,synthetic
MSG-1705,"Two people including elderly people are badly injured near Anekal, need medical help urgently.",Medical,Medium,synthetic
MSG-1051,"No clean drinking water near Jayanagar, people falling sick.",Water,High,synthetic
MSG-2191,"Power lines down near Whitefield, risk of electrocution.",Infrastructure,Medium,synthetic
MSG-1376,Road completely blocked near Hebbal due to fallen trees.,Infrastructure,Critical,synthetic
MSG-1256,Requesting food packets for a shelter camp near Electronic City.,Food,High,synthetic
MSG-1601,"Families near the riverside colony running low on food supplies, need help soon.",Food,High,synthetic
MSG-1835,"No clean drinking water close to Electronic City, people falling sick.",Water,Critical,synthetic
MSG-2159,Is the market near Anekal open today?,Other/Irrelevant,Low,synthetic
MSG-1957,"Minor cuts and bruises from the incident close to the government school, first aid would help.",Medical,High,synthetic
MSG-1998,"We have a pregnant woman in labor near Koramangala, no doctor available.",Medical,High,synthetic
MSG-2051,"No clean drinking water close to Anekal, people falling sick.",Water,Medium,synthetic
MSG-1667,No food available for a disabled person near the government school for two days now.,Food,Medium,synthetic
MSG-1186,"Camp near Sector 12 is over capacity, need additional shelter space.",Shelter,Critical,synthetic
MSG-1467,"Contaminated water near Mysore Road, urgent need for clean water and purification.",Water,Medium,synthetic
MSG-1604,Water levels low at the community tank near Mysore Road.,Water,High,synthetic
MSG-1446,"Camp near Indiranagar is over capacity, need additional shelter space.",Shelter,Critical,synthetic
MSG-1964,"Just checking in, everyone in my family near Marathahalli is safe.",Other/Irrelevant,Low,synthetic
MSG-1323,Water levels low at the community tank near Mysore Road.,Water,Medium,synthetic
MSG-1847,Our street is flooded and young children need rescue near the government school.,Flood/Rescue,Critical,synthetic
MSG-1963,"Water supply cut off near Yelahanka since yesterday, need water tankers.",Water,Medium,synthetic
MSG-2020,"Families displaced near Yelahanka, looking for temporary shelter.",Shelter,Critical,synthetic
MSG-2090,"Homes damaged near the old bus stand area, pregnant women need emergency shelter tonight.",Shelter,High,synthetic
MSG-1911,"Elderly person with chest pain at Marathahalli, needs urgent medical attention.",Medical,Medium,synthetic
MSG-1422,"Building on fire at Sector 12, multiple people including several families inside.",Fire,Critical,synthetic
MSG-1105,Thank you to the volunteers who helped near Sector 12 yesterday.,Other/Irrelevant,Low,synthetic
MSG-2125,"Homes damaged near Mysore Road, a disabled person need emergency shelter tonight.",Shelter,High,synthetic
MSG-2173,"Building on fire at Whitefield, multiple people including several families inside.",Fire,Medium,synthetic
MSG-1864,"Families near Yelahanka running low on food supplies, need help soon.",Food,Critical,synthetic
MSG-2178,"Trapped in a car due to flooding near the riverside colony, water rising.",Flood/Rescue,High,synthetic
MSG-1052,"Building on fire at Sector 12, multiple people including elderly people inside.",Fire,High,synthetic
MSG-2079,"Ran out of baby food near Koramangala, urgent for infants.",Food,Medium,synthetic
MSG-2029,Thank you to the volunteers who helped near Anekal yesterday.,Other/Irrelevant,Low,synthetic
MSG-2060,Water levels low at the community tank near the old bus stand area.,Water,Medium,synthetic
MSG-2046,"Ran out of baby food near the government school, urgent for infants.",Food,Medium,synthetic
MSG-1733,"Mobile network down near Koramangala, people unable to call for help.",Infrastructure,Low,synthetic
MSG-2032,"Minor cuts and bruises from the incident near the riverside colony, first aid would help.",Medical,Critical,synthetic
MSG-1265,"Smell of smoke close to Koramangala, not sure of source yet.",Fire,Medium,synthetic
MSG-1651,Thank you to the volunteers who helped near the old bus stand area yesterday.,Other/Irrelevant,Low,synthetic
MSG-1732,"Families displaced near Electronic City, looking for temporary shelter.",Shelter,High,synthetic
MSG-1769,"Two people including several families are badly injured near Yelahanka, need medical help urgently.",Medical,High,synthetic
MSG-2197,Bridge near Mysore Road looks structurally unsafe after the storm.,Infrastructure,High,synthetic
MSG-1955,"Families displaced near Jayanagar, looking for temporary shelter.",Shelter,Medium,synthetic
MSG-1908,No food available for pregnant women near the government school for two days now.,Food,Medium,synthetic
MSG-2040,"Minor cuts and bruises from the incident near Yelahanka, first aid would help.",Medical,High,synthetic
MSG-1810,Road completely blocked near Sector 12 due to fallen trees.,Infrastructure,High,synthetic
MSG-1033,"Smell of smoke near Marathahalli, not sure of source yet.",Fire,Medium,synthetic
MSG-1689,"Families near Anekal running low on food supplies, need help soon.",Food,Low,synthetic
MSG-1179,Is the market near Mysore Road open today?,Other/Irrelevant,Low,synthetic
MSG-1163,"Minor waterlogging near Yelahanka, roads slow but passable.",Flood/Rescue,Low,synthetic
MSG-2131,"Small electrical fire near Hebbal, under control but need fire dept.",Fire,Critical,synthetic
MSG-1268,"Just checking in, everyone in my family near the highway bridge area is safe.",Other/Irrelevant,Low,synthetic
MSG-1760,"Fire has broken out near Marathahalli, spreading fast, people trapped inside.",Fire,Medium,synthetic
MSG-1661,"Just checking in, everyone in my family near Mysore Road is safe.",Other/Irrelevant,Medium,synthetic
MSG-1707,"Minor cuts and bruises from the incident near Jayanagar, first aid would help.",Medical,Critical,synthetic
MSG-1945,"Someone collapsed near the government school, breathing heavily, please send an ambulance.",Medical,Critical,synthetic
MSG-1960,"Families near Jayanagar running low on food supplies, need help soon.",Food,High,synthetic
MSG-2099,Can someone confirm if schools near the riverside colony are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1506,No food available for a disabled person near Hebbal for two days now.,Food,Low,synthetic
MSG-1815,"Camp near Yelahanka is over capacity, need additional shelter space.",Shelter,Critical,synthetic
MSG-1104,"Homes damaged near Marathahalli, senior citizens need emergency shelter tonight.",Shelter,Critical,synthetic
MSG-2188,Requesting food packets for a shelter camp near the old bus stand area.,Food,Medium,synthetic
MSG-1161,Can someone confirm if schools near Whitefield are closed tomorrow?,Other/Irrelevant,Medium,synthetic
MSG-1895,"Ran out of baby food near Anekal, urgent for infants.",Food,High,synthetic
MSG-1178,"Building on fire at the highway bridge area, multiple people including several families inside.",Fire,Critical,synthetic
MSG-1798,"Minor waterlogging near Yelahanka, roads slow but passable.",Flood/Rescue,High,synthetic
MSG-1495,"Camp near the old bus stand area is over capacity, need additional shelter space.",Shelter,Medium,synthetic
MSG-1904,"Water supply cut off near Electronic City since yesterday, need water tankers.",Water,Medium,synthetic
MSG-1794,"Smell of smoke near Hebbal, not sure of source yet.",Fire,High,synthetic
MSG-1213,"Contaminated water near Anekal, urgent need for clean water and purification.",Water,Low,synthetic
MSG-1574,"Minor waterlogging near the old bus stand area, roads slow but passable.",Flood/Rescue,High,synthetic
MSG-2149,"Small electrical fire near Yelahanka, under control but need fire dept.",Fire,Critical,synthetic
MSG-1369,Our street is flooded and pregnant women need rescue near Indiranagar.,Flood/Rescue,Medium,synthetic
MSG-1679,"Building on fire at the old bus stand area, multiple people including elderly people inside.",Fire,Critical,synthetic
MSG-1400,Can someone confirm if schools near Electronic City are closed tomorrow?,Other/Irrelevant,Medium,synthetic
MSG-1301,"No clean drinking water near the riverside colony, people falling sick.",Water,Low,synthetic
MSG-1761,"Water level rising fast near the old bus stand area, families stuck on rooftops.",Flood/Rescue,Critical,synthetic
MSG-2084,"Minor waterlogging close to Whitefield, roads slow but passable.",Flood/Rescue,High,synthetic
MSG-2081,"Fire has broken out near Koramangala, spreading fast, people trapped inside.",Fire,Low,synthetic
MSG-1225,"Mobile network down near Hebbal, people unable to call for help.",Infrastructure,High,synthetic
MSG-1520,"Roof collapsed partially near Electronic City, need shelter for the night.",Shelter,Critical,synthetic
MSG-1591,"Contaminated water near the government school, urgent need for clean water and purification.",Water,Medium,synthetic
MSG-1449,"Smell of smoke near Anekal, not sure of source yet.",Fire,High,synthetic
MSG-1353,"Smell of smoke near Sector 12, not sure of source yet.",Fire,Low,synthetic
MSG-1982,Thank you to the volunteers who helped near the highway bridge area yesterday.,Other/Irrelevant,Low,synthetic
MSG-1197,"Minor waterlogging near Mysore Road, roads slow but passable.",Flood/Rescue,High,synthetic
MSG-2156,"Roof collapsed partially near Jayanagar, need shelter for the night.",Shelter,Medium,synthetic
MSG-1166,"Small electrical fire near Indiranagar, under control but need fire dept.",Fire,Medium,synthetic
MSG-1779,"Families near the government school running low on food supplies, need help soon.",Food,High,synthetic
MSG-1631,No food available for several families near Anekal for two days now.,Food,Critical,synthetic
MSG-2161,"Homes damaged near Jayanagar, elderly people need emergency shelter tonight.",Shelter,Critical,synthetic
MSG-2066,"Sharing updates from local news about the riverside colony, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1871,"Families displaced near the riverside colony, looking for temporary shelter.",Shelter,Medium,synthetic
MSG-1956,"Minor cuts and bruises from the incident near the government school, first aid would help.",Medical,High,synthetic
MSG-2112,Is the market near Electronic City open today?,Other/Irrelevant,Low,synthetic
MSG-1428,"Mobile network down near Indiranagar, people unable to call for help.",Infrastructure,High,synthetic
MSG-2019,"Two people including pregnant women are badly injured near Whitefield, need medical help urgently.",Medical,High,synthetic
MSG-1066,"Flood water entering homes at Jayanagar, need boats for rescue.",Flood/Rescue,High,synthetic
MSG-1567,"Flood water entering homes at the highway bridge area, need boats for rescue.",Flood/Rescue,High,synthetic
MSG-1896,"Camp near Electronic City is over capacity, need additional shelter space.",Shelter,Medium,synthetic
MSG-1623,Is the market near the old bus stand area open today?,Other/Irrelevant,Medium,synthetic
MSG-1020,"Many people including several families are badly injured near the old bus stand area, need medical help urgently.",Medical,Critical,synthetic
MSG-1541,Can someone confirm if schools near Indiranagar are closed tomorrow?,Other/Irrelevant,Low,synthetic
MSG-1063,Requesting food packets for a shelter camp near Sector 12.,Food,Critical,synthetic
MSG-1238,"Mobile network down close to the old bus stand area, people unable to call for help.",Infrastructure,Medium,synthetic
MSG-1596,"Someone collapsed near Electronic City, breathing heavily, please send an ambulance.",Medical,Medium,synthetic
MSG-1730,Is the market near the old bus stand area open today?,Other/Irrelevant,Low,synthetic
MSG-1498,No food available for elderly people close to Marathahalli for two days now.,Food,Medium,synthetic
MSG-2073,"Power lines down near Indiranagar, risk of electrocution.",Infrastructure,High,synthetic
MSG-1500,"Roof collapsed partially near Anekal, need shelter for the night.",Shelter,Medium,synthetic
MSG-1038,"Three people including young children are badly injured near Hebbal, need medical help urgently.",Medical,High,synthetic
MSG-1722,"Sharing updates from local news about the old bus stand area, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1568,"Flood water entering homes at the highway bridge area, need boats for rescue.",Flood/Rescue,High,synthetic
MSG-1593,"Roof collapsed partially near Indiranagar, need shelter for the night.",Shelter,Medium,synthetic
MSG-1923,Road completely blocked near the old bus stand area due to fallen trees.,Infrastructure,Low,synthetic
MSG-1426,"Ran out of baby food near Sector 12, urgent for infants.",Food,Critical,synthetic
MSG-1910,Road completely blocked near Sector 12 due to fallen trees.,Infrastructure,High,synthetic
MSG-1106,"Sharing updates from local news about Sector 12, nothing urgent.",Other/Irrelevant,Low,synthetic
MSG-1009,"Water level rising fast near Yelahanka, families stuck on rooftops.",Flood/Rescue,High,synthetic
MSG-1342,"Minor cuts and bruises from the incident near the highway bridge area, first aid would help.",Medical,High,synthetic
MSG-1053,Requesting food packets for a shelter camp near the riverside colony.,Food,Low,synthetic
MSG-1402,"Someone collapsed near the government school, breathing heavily, please send an ambulance.",Medical,High,synthetic
MSG-1584,Road completely blocked near Marathahalli due to fallen trees.,Infrastructure,Low,synthetic
