message_id,text,category,urgency_level,provenance,urgency_label_source
415,"Power lines down at Koramangala, non-urgent request",Infrastructure,Low,synthetic,keyword_tier_heuristic
416,"Sharing an update, everything seems calm near Riverside Colony today",Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
417,"We are trapped by flood water near Palm Grove, roof caving in",Flood/Rescue,High,synthetic,keyword_tier_heuristic
418,"Need water tanker sent to Marina Road, feeling unwell",Water,Medium,synthetic,keyword_tier_heuristic
419,"Flooding at Whitefield, my sister not breathing, need boat rescue",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
420,"Need food supplies delivered to Riverside Colony, severe pain",Food,High,synthetic,keyword_tier_heuristic
421,Just wanted to say thank you to the volunteers at Station Road,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
422,"Kitchen fire at Marina Road, cardiac arrest, please respond same location as before",Fire,Critical,synthetic,keyword_tier_heuristic
423,"Kitchen fire at Central Market, buried under rubble, please respond",Fire,Critical,synthetic,keyword_tier_heuristic
424,"Displaced families waiting outside Lakeview Apartments, not breathing",Shelter,Critical,synthetic,keyword_tier_heuristic
425,"Bridge near Riverside Colony is damaged, needs help soon, road unsafe",Infrastructure,Medium,synthetic,keyword_tier_heuristic
426,"River overflowing near Millbrook, drowning, send rescue team",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
427,"Homes destroyed near Green Valley, families need shelter, general inquiry",Shelter,Low,synthetic,keyword_tier_heuristic
428,"Main road to East Ward blocked by debris, feeling unwell",Infrastructure,Medium,synthetic,keyword_tier_heuristic
429,Is there a helpline number for general questions about Hilltop Nagar?,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
430,"Need an ambulance at Sector 12, my father unconscious",Medical,Critical,synthetic,keyword_tier_heuristic
431,"Drinking water contaminated at Old Town, needs help soon",Water,Medium,synthetic,keyword_tier_heuristic
432,"Main road to Marina Road blocked by debris, needs help soon",Infrastructure,Medium,synthetic,keyword_tier_heuristic
433,Is there a helpline number for general questions about Millbrook?,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
434,"Temporary shelter overcrowded at Sunrise Township, trapped",Shelter,Critical,synthetic,keyword_tier_heuristic
435,"Main road to Kings Cross blocked by debris, injured",Infrastructure,High,synthetic,keyword_tier_heuristic
436,"We are trapped by flood water near East Ward, severe pain",Flood/Rescue,High,synthetic,keyword_tier_heuristic
437,"Main road to Hilltop Nagar blocked by debris, water rising slowly",Infrastructure,Medium,synthetic,keyword_tier_heuristic
438,"Flooding at Whitefield, my father water rising slowly, need boat rescue",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
439,"Fire reported at Green Valley, power has been out, need fire brigade immediately",Fire,Medium,synthetic,keyword_tier_heuristic
440,"Water supply cut off at Sector 12, rising water fast, many households affected",Water,High,synthetic,keyword_tier_heuristic
441,Just wanted to say thank you to the volunteers at Sector 12,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
442,"Random test message, please ignore, sent from Sunrise Township",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
443,"Random test message, please ignore, sent from Station Road",Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
444,"Communication tower near Whitefield is down, smoke everywhere",Infrastructure,High,synthetic,keyword_tier_heuristic
445,"Need food supplies delivered to Whitefield, needs help soon",Food,Medium,synthetic,keyword_tier_heuristic
446,"Flooding at Green Valley, the shopkeeper water rising slowly, need boat rescue",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
447,"Requesting ration kits for Lakeview Apartments, cannot move",Food,Critical,synthetic,keyword_tier_heuristic
448,"Communication tower near Sunrise Township is down, minor injury",Infrastructure,Medium,synthetic,keyword_tier_heuristic
449,"Requesting ration kits for Old Town, cardiac arrest",Food,Critical,synthetic,keyword_tier_heuristic
450,"an elderly woman is trapped near Hilltop Nagar, please send medical help",Medical,Critical,synthetic,keyword_tier_heuristic
451,"No clean water available at Station Road for two days, rising water fast",Water,High,synthetic,keyword_tier_heuristic
452,"Building feeling unwell at Millbrook, smoke visible for miles",Fire,Medium,synthetic,keyword_tier_heuristic
453,"We are trapped by flood water near Green Valley, injured",Flood/Rescue,High,synthetic,keyword_tier_heuristic
454,"Communication tower near East Ward is down, severe pain",Infrastructure,High,synthetic,keyword_tier_heuristic
455,Is there a helpline number for general questions about Hilltop Nagar?,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
456,"Need an ambulance at Lakeview Apartments, my whole family severe pain",Medical,High,synthetic,keyword_tier_heuristic
457,"Requesting ration kits for Rosewood Lane, drowning same location as before",Food,Critical,synthetic,keyword_tier_heuristic
458,"Temporary shelter overcrowded at Harbor District, stranded",Shelter,High,synthetic,keyword_tier_heuristic
459,"Random test message, please ignore, sent from East Ward",Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
460,Medical emergency at Whitefield - a child cardiac arrest,Medical,Critical,synthetic,keyword_tier_heuristic
461,Is there a helpline number for general questions about Marina Road?,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
462,"Communication tower near Station Road is down, unconscious",Infrastructure,Critical,synthetic,keyword_tier_heuristic
463,"Bridge near East Ward is damaged, cannot move, road unsafe",Infrastructure,Critical,synthetic,keyword_tier_heuristic
464,"Water supply cut off at Sunrise Township, minor leak, many households affected",Water,Low,synthetic,keyword_tier_heuristic
465,"River overflowing near Millbrook, child missing, send rescue team",Flood/Rescue,High,synthetic,keyword_tier_heuristic
466,"a group of people is rising water fast near Rosewood Lane, please send medical help",Medical,High,synthetic,keyword_tier_heuristic
467,"Sharing an update, everything seems calm near North Bridge today",Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
468,"Drinking water contaminated at Rosewood Lane, water rising slowly",Water,Medium,synthetic,keyword_tier_heuristic
469,"Sharing an update, everything seems calm near Millbrook today",Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
470,"Water levels gas leak at Old Town, families are stranded same location as before",Flood/Rescue,High,synthetic,keyword_tier_heuristic
471,"Random test message, please ignore, sent from Marina Road",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
472,"Water supply cut off at Central Market, when will help arrive, many households affected",Water,Low,synthetic,keyword_tier_heuristic
473,"Temporary shelter overcrowded at North Bridge, needs help soon",Shelter,Medium,synthetic,keyword_tier_heuristic
474,"No clean water available at Hilltop Nagar for two days, minor injury",Water,Medium,synthetic,keyword_tier_heuristic
475,"Main road to Whitefield blocked by debris, non-urgent request",Infrastructure,Low,synthetic,keyword_tier_heuristic
476,"River overflowing near Hilltop Nagar, not breathing, send rescue team",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
477,"Communication tower near Green Valley is down, drowning",Infrastructure,Critical,synthetic,keyword_tier_heuristic
478,"Displaced families waiting outside Green Valley, power has been out",Shelter,Medium,synthetic,keyword_tier_heuristic
479,"Fire reported at East Ward, not breathing, need fire brigade immediately",Fire,Critical,synthetic,keyword_tier_heuristic
480,"Fire spreading fast near Sunrise Township, my sister needs help soon",Fire,Medium,synthetic,keyword_tier_heuristic
481,"No clean water available at Harbor District for two days, gas leak",Water,High,synthetic,keyword_tier_heuristic
482,"Kitchen fire at Hilltop Nagar, buried under rubble, please respond",Fire,Critical,synthetic,keyword_tier_heuristic
483,"Power lines down at Hilltop Nagar, low on supplies",Infrastructure,Medium,synthetic,keyword_tier_heuristic
484,"Power lines down at Harbor District, collapsed",Infrastructure,Critical,synthetic,keyword_tier_heuristic
485,"Sharing an update, everything seems calm near Lakeview Apartments today",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
486,"Water levels unconscious at Riverside Colony, families are stranded",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
487,"Water supply cut off at Whitefield, gas leak, many households affected",Water,High,synthetic,keyword_tier_heuristic
488,"Main road to Green Valley blocked by debris, low on supplies same location as before",Infrastructure,Medium,synthetic,keyword_tier_heuristic
489,"Requesting tents and shelter material at Station Road, low on supplies",Shelter,Medium,synthetic,keyword_tier_heuristic
490,"Families at Marina Road have run out of food, needs help soon",Food,Medium,synthetic,keyword_tier_heuristic
491,"Displaced families waiting outside Old Town, minor injury",Shelter,Medium,synthetic,keyword_tier_heuristic
492,Is there a helpline number for general questions about Riverside Colony?,Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
493,"Random test message, please ignore, sent from Palm Grove same location as before",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
494,Medical emergency at North Bridge - an elderly woman drowning same location as before,Medical,Critical,synthetic,keyword_tier_heuristic
495,"Kitchen fire at Harbor District, buried under rubble, please respond",Fire,Critical,synthetic,keyword_tier_heuristic
496,"Sharing an update, everything seems calm near Rosewood Lane today",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
497,"Families at Central Market have run out of food, needs help soon",Food,Medium,synthetic,keyword_tier_heuristic
498,"Need an ambulance at Green Valley, a child trapped same location as before",Medical,Critical,synthetic,keyword_tier_heuristic
499,"Main road to Sector 12 blocked by debris, requesting information",Infrastructure,Low,synthetic,keyword_tier_heuristic
500,"Drinking water contaminated at Harbor District, feeling unwell",Water,Medium,synthetic,keyword_tier_heuristic
501,"We are trapped by flood water near Palm Grove, drowning",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
502,"River overflowing near Kings Cross, minor injury, send rescue team",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
503,"Main road to Marina Road blocked by debris, water rising slowly",Infrastructure,Medium,synthetic,keyword_tier_heuristic
504,"Temporary shelter overcrowded at Lakeview Apartments, water rising slowly",Shelter,Medium,synthetic,keyword_tier_heuristic
505,"Building on fire at Sector 12, smoke visible for miles",Fire,Critical,synthetic,keyword_tier_heuristic
506,"Flooding at Rosewood Lane, my whole family low on supplies, need boat rescue",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
507,"Power lines down at Station Road, severe pain",Infrastructure,High,synthetic,keyword_tier_heuristic
508,"Homes destroyed near Millbrook, families need shelter, feeling unwell",Shelter,Medium,synthetic,keyword_tier_heuristic
509,"Need food supplies delivered to Millbrook, needs help soon",Food,Medium,synthetic,keyword_tier_heuristic
510,"Water supply cut off at Palm Grove, road partially blocked, many households affected",Water,Medium,synthetic,keyword_tier_heuristic
511,"Need food supplies delivered to Kings Cross, minor injury",Food,Medium,synthetic,keyword_tier_heuristic
512,"Random test message, please ignore, sent from Marina Road",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
513,"Someone collapsed at Fairview Estate, on fire, need doctor urgently",Medical,Critical,synthetic,keyword_tier_heuristic
514,"Random test message, please ignore, sent from Koramangala",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
515,"Displaced families waiting outside Green Valley, roof caving in",Shelter,High,synthetic,keyword_tier_heuristic
516,"a child is on fire near Station Road, please send medical help",Medical,Critical,synthetic,keyword_tier_heuristic
517,"Displaced families waiting outside Kings Cross, stranded",Shelter,High,synthetic,keyword_tier_heuristic
518,"Sharing an update, everything seems calm near Fairview Estate today same location as before",Other/Irrelevant,Medium,synthetic,keyword_tier_heuristic
519,"Drinking water contaminated at Millbrook, child missing",Water,High,synthetic,keyword_tier_heuristic
520,Medical emergency at Millbrook - my whole family on fire,Medical,Critical,synthetic,keyword_tier_heuristic
521,"Power lines down at Palm Grove, needs help soon",Infrastructure,Medium,synthetic,keyword_tier_heuristic
522,"Flooding at Harbor District, my whole family cardiac arrest, need boat rescue",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
523,"my sister is road partially blocked near East Ward, please send medical help",Medical,Medium,synthetic,keyword_tier_heuristic
524,"No food distribution has reached Lakeview Apartments yet, severe pain",Food,High,synthetic,keyword_tier_heuristic
525,"Homes destroyed near Sunrise Township, families need shelter, unconscious",Shelter,Critical,synthetic,keyword_tier_heuristic
526,"Requesting ration kits for East Ward, gas leak",Food,High,synthetic,keyword_tier_heuristic
527,"Someone collapsed at Rosewood Lane, collapsed, need doctor urgently",Medical,Critical,synthetic,keyword_tier_heuristic
528,Just wanted to say thank you to the volunteers at North Bridge,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
529,"Power lines down at Fairview Estate, low on supplies",Infrastructure,Medium,synthetic,keyword_tier_heuristic
530,Medical emergency at East Ward - my whole family stranded,Medical,High,synthetic,keyword_tier_heuristic
531,"Fire reported at Palm Grove, severe pain, need fire brigade immediately",Fire,High,synthetic,keyword_tier_heuristic
532,"Requesting tents and shelter material at Fairview Estate, water rising slowly",Shelter,Medium,synthetic,keyword_tier_heuristic
533,"Flooding at Central Market, an elderly woman minor leak, need boat rescue",Flood/Rescue,Low,synthetic,keyword_tier_heuristic
534,"Communication tower near Fairview Estate is down, minor injury",Infrastructure,Medium,synthetic,keyword_tier_heuristic
535,"Fire spreading fast near Old Town, a child minor injury",Fire,Medium,synthetic,keyword_tier_heuristic
536,Is there a helpline number for general questions about Central Market?,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
537,"Fire spreading fast near Sunrise Township, a group of people minor leak",Fire,Low,synthetic,keyword_tier_heuristic
538,"Someone collapsed at North Bridge, minor injury, need doctor urgently",Medical,Medium,synthetic,keyword_tier_heuristic
539,"Families at East Ward have run out of food, child missing",Food,High,synthetic,keyword_tier_heuristic
540,"Temporary shelter overcrowded at Rosewood Lane, road partially blocked",Shelter,Medium,synthetic,keyword_tier_heuristic
541,"River overflowing near Koramangala, elderly stuck, send rescue team",Flood/Rescue,High,synthetic,keyword_tier_heuristic
542,"Fire reported at North Bridge, not breathing, need fire brigade immediately",Fire,Critical,synthetic,keyword_tier_heuristic
543,"Flooding at Sunrise Township, my neighbor roof caving in, need boat rescue",Flood/Rescue,High,synthetic,keyword_tier_heuristic
544,"Temporary shelter overcrowded at Harbor District, rising water fast",Shelter,High,synthetic,keyword_tier_heuristic
545,"Requesting ration kits for Koramangala, severe pain",Food,High,synthetic,keyword_tier_heuristic
546,"Requesting tents and shelter material at East Ward, bleeding heavily",Shelter,Critical,synthetic,keyword_tier_heuristic
547,"Flooding at East Ward, an unknown man child missing, need boat rescue",Flood/Rescue,High,synthetic,keyword_tier_heuristic
548,"Someone collapsed at Sector 12, drowning, need doctor urgently",Medical,Critical,synthetic,keyword_tier_heuristic
549,"River overflowing near Lakeview Apartments, feeling unwell, send rescue team",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
550,"my whole family is on fire near Millbrook, please send medical help",Medical,Critical,synthetic,keyword_tier_heuristic
551,"Need an ambulance at Sector 12, my neighbor elderly stuck",Medical,High,synthetic,keyword_tier_heuristic
552,"Fire spreading fast near Hilltop Nagar, my father smoke everywhere",Fire,High,synthetic,keyword_tier_heuristic
553,"Someone collapsed at Old Town, trapped, need doctor urgently",Medical,Critical,synthetic,keyword_tier_heuristic
554,"the shopkeeper is trapped near East Ward, please send medical help same location as before",Medical,Critical,synthetic,keyword_tier_heuristic
555,"Requesting tents and shelter material at East Ward, general inquiry",Shelter,Low,synthetic,keyword_tier_heuristic
556,"Displaced families waiting outside Hilltop Nagar, injured",Shelter,High,synthetic,keyword_tier_heuristic
557,"Communication tower near Fairview Estate is down, water rising slowly",Infrastructure,Medium,synthetic,keyword_tier_heuristic
558,"Fire reported at Whitefield, collapsed, need fire brigade immediately",Fire,Critical,synthetic,keyword_tier_heuristic
559,Medical emergency at Harbor District - the shopkeeper collapsed,Medical,Critical,synthetic,keyword_tier_heuristic
560,"Need food supplies delivered to Sector 12, water rising slowly",Food,Medium,synthetic,keyword_tier_heuristic
561,"Need food supplies delivered to North Bridge, smoke everywhere",Food,High,synthetic,keyword_tier_heuristic
562,"Sharing an update, everything seems calm near Station Road today same location as before",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
563,"Fire reported at Whitefield, buried under rubble, need fire brigade immediately",Fire,Critical,synthetic,keyword_tier_heuristic
564,"We are trapped by flood water near Station Road, road partially blocked",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
565,"Displaced families waiting outside Millbrook, child missing",Shelter,High,synthetic,keyword_tier_heuristic
566,"No food distribution has reached Kings Cross yet, requesting information same location as before",Food,Low,synthetic,keyword_tier_heuristic
567,"Building gas leak at Millbrook, smoke visible for miles",Fire,High,synthetic,keyword_tier_heuristic
568,"Fire spreading fast near Marina Road, my sister cannot move same location as before",Fire,Critical,synthetic,keyword_tier_heuristic
569,"Need food supplies delivered to North Bridge, general inquiry",Food,Low,synthetic,keyword_tier_heuristic
570,"Drinking water contaminated at East Ward, road partially blocked",Water,Medium,synthetic,keyword_tier_heuristic
571,"River overflowing near Sector 12, child missing, send rescue team",Flood/Rescue,High,synthetic,keyword_tier_heuristic
572,"Requesting tents and shelter material at Harbor District, gas leak same location as before",Shelter,High,synthetic,keyword_tier_heuristic
573,"Water levels child missing at North Bridge, families are stranded",Flood/Rescue,High,synthetic,keyword_tier_heuristic
574,"Kitchen fire at Hilltop Nagar, not breathing, please respond",Fire,Critical,synthetic,keyword_tier_heuristic
575,"Drinking water contaminated at Green Valley, just checking in same location as before",Water,Low,synthetic,keyword_tier_heuristic
576,"Power lines down at Fairview Estate, feeling unwell",Infrastructure,Medium,synthetic,keyword_tier_heuristic
577,"Flooding at Harbor District, my neighbor when will help arrive, need boat rescue",Flood/Rescue,Low,synthetic,keyword_tier_heuristic
578,"Fire reported at Harbor District, road partially blocked, need fire brigade immediately",Fire,Medium,synthetic,keyword_tier_heuristic
579,"Flooding at North Bridge, a child child missing, need boat rescue",Flood/Rescue,High,synthetic,keyword_tier_heuristic
580,"Fire spreading fast near Marina Road, my sister cannot move",Fire,Critical,synthetic,keyword_tier_heuristic
581,Is there a helpline number for general questions about Sunrise Township?,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
582,"Someone collapsed at Sunrise Township, unconscious, need doctor urgently",Medical,Critical,synthetic,keyword_tier_heuristic
583,"Requesting ration kits for North Bridge, water rising slowly",Food,Medium,synthetic,keyword_tier_heuristic
584,"Requesting tents and shelter material at Harbor District, cardiac arrest",Shelter,Critical,synthetic,keyword_tier_heuristic
585,"Need water tanker sent to Koramangala, buried under rubble",Water,Critical,synthetic,keyword_tier_heuristic
586,Just wanted to say thank you to the volunteers at Palm Grove,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
587,"We are trapped by flood water near Old Town, trapped",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
588,"Drinking water contaminated at Lakeview Apartments, unconscious",Water,Critical,synthetic,keyword_tier_heuristic
589,"Kitchen fire at Old Town, smoke everywhere, please respond",Fire,High,synthetic,keyword_tier_heuristic
590,"Temporary shelter overcrowded at Sunrise Township, not breathing",Shelter,Critical,synthetic,keyword_tier_heuristic
591,"Communication tower near Riverside Colony is down, elderly stuck",Infrastructure,High,synthetic,keyword_tier_heuristic
592,"Flooding at Whitefield, my sister trapped, need boat rescue",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
593,"Water supply cut off at Sunrise Township, road partially blocked, many households affected",Water,Medium,synthetic,keyword_tier_heuristic
594,Medical emergency at Millbrook - a group of people minor injury,Medical,Medium,synthetic,keyword_tier_heuristic
595,"No clean water available at Palm Grove for two days, buried under rubble",Water,Critical,synthetic,keyword_tier_heuristic
596,"Homes destroyed near Whitefield, families need shelter, water rising slowly",Shelter,Medium,synthetic,keyword_tier_heuristic
597,"We are trapped by flood water near Riverside Colony, child missing",Flood/Rescue,High,synthetic,keyword_tier_heuristic
598,"Bridge near Whitefield is damaged, just checking in, road unsafe",Infrastructure,Low,synthetic,keyword_tier_heuristic
599,"We are trapped by flood water near Harbor District, rising water fast",Flood/Rescue,High,synthetic,keyword_tier_heuristic
600,"Need an ambulance at Palm Grove, a child stranded",Medical,High,synthetic,keyword_tier_heuristic
601,"Bridge near Riverside Colony is damaged, feeling unwell, road unsafe",Infrastructure,Medium,synthetic,keyword_tier_heuristic
602,"Requesting tents and shelter material at Lakeview Apartments, just checking in",Shelter,Low,synthetic,keyword_tier_heuristic
603,"Main road to Fairview Estate blocked by debris, elderly stuck",Infrastructure,High,synthetic,keyword_tier_heuristic
604,"Bridge near Lakeview Apartments is damaged, power has been out, road unsafe",Infrastructure,Medium,synthetic,keyword_tier_heuristic
605,"Homes destroyed near Rosewood Lane, families need shelter, road partially blocked",Shelter,Medium,synthetic,keyword_tier_heuristic
606,Just wanted to say thank you to the volunteers at Lakeview Apartments,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
607,"Temporary shelter overcrowded at Koramangala, water rising slowly",Shelter,Medium,synthetic,keyword_tier_heuristic
608,Just wanted to say thank you to the volunteers at Station Road,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
609,"Temporary shelter overcrowded at Harbor District, elderly stuck",Shelter,High,synthetic,keyword_tier_heuristic
610,"my neighbor is child missing near Station Road, please send medical help",Medical,High,synthetic,keyword_tier_heuristic
611,"Bridge near Green Valley is damaged, child missing, road unsafe",Infrastructure,High,synthetic,keyword_tier_heuristic
612,"Water levels feeling unwell at Lakeview Apartments, families are stranded",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
613,"River overflowing near Sunrise Township, road partially blocked, send rescue team",Flood/Rescue,Medium,synthetic,keyword_tier_heuristic
614,"Requesting ration kits for Sunrise Township, roof caving in",Food,High,synthetic,keyword_tier_heuristic
615,"Kitchen fire at Koramangala, trapped, please respond same location as before",Fire,Critical,synthetic,keyword_tier_heuristic
616,"Need an ambulance at Whitefield, my sister power has been out",Medical,Medium,synthetic,keyword_tier_heuristic
617,"Flooding at Sunrise Township, a child elderly stuck, need boat rescue",Flood/Rescue,High,synthetic,keyword_tier_heuristic
618,"Need water tanker sent to Rosewood Lane, unconscious",Water,Critical,synthetic,keyword_tier_heuristic
619,"Families at Riverside Colony have run out of food, needs help soon",Food,Medium,synthetic,keyword_tier_heuristic
620,"Displaced families waiting outside Whitefield, smoke everywhere",Shelter,High,synthetic,keyword_tier_heuristic
621,"Requesting ration kits for Marina Road, rising water fast",Food,High,synthetic,keyword_tier_heuristic
622,Is there a helpline number for general questions about Palm Grove?,Other/Irrelevant,High,synthetic,keyword_tier_heuristic
623,"No clean water available at Koramangala for two days, low on supplies",Water,Medium,synthetic,keyword_tier_heuristic
624,"Bridge near Lakeview Apartments is damaged, elderly stuck, road unsafe",Infrastructure,High,synthetic,keyword_tier_heuristic
625,"Someone collapsed at Fairview Estate, bleeding heavily, need doctor urgently",Medical,Critical,synthetic,keyword_tier_heuristic
626,Just wanted to say thank you to the volunteers at Old Town,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
627,"Kitchen fire at Kings Cross, child missing, please respond",Fire,High,synthetic,keyword_tier_heuristic
628,"Main road to Rosewood Lane blocked by debris, small crack in wall",Infrastructure,Low,synthetic,keyword_tier_heuristic
629,"Fire spreading fast near Station Road, a group of people gas leak",Fire,High,synthetic,keyword_tier_heuristic
630,"Someone collapsed at Rosewood Lane, gas leak, need doctor urgently",Medical,High,synthetic,keyword_tier_heuristic
631,Just wanted to say thank you to the volunteers at Sunrise Township,Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
632,"Sharing an update, everything seems calm near Whitefield today",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
633,"Building buried under rubble at Central Market, smoke visible for miles",Fire,Critical,synthetic,keyword_tier_heuristic
634,"Need an ambulance at Sector 12, a group of people not breathing",Medical,Critical,synthetic,keyword_tier_heuristic
635,"Need food supplies delivered to Sunrise Township, roof caving in",Food,High,synthetic,keyword_tier_heuristic
636,"Temporary shelter overcrowded at Green Valley, buried under rubble",Shelter,Critical,synthetic,keyword_tier_heuristic
637,"my neighbor is injured near Palm Grove, please send medical help",Medical,High,synthetic,keyword_tier_heuristic
638,"Building feeling unwell at Sector 12, smoke visible for miles",Fire,Medium,synthetic,keyword_tier_heuristic
639,"Water supply cut off at Harbor District, power has been out, many households affected",Water,Medium,synthetic,keyword_tier_heuristic
640,"Fire spreading fast near East Ward, my father collapsed",Fire,Critical,synthetic,keyword_tier_heuristic
641,"Sharing an update, everything seems calm near Fairview Estate today same location as before",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
642,"Need food supplies delivered to Central Market, just checking in",Food,Low,synthetic,keyword_tier_heuristic
643,"Displaced families waiting outside Rosewood Lane, just checking in",Shelter,Low,synthetic,keyword_tier_heuristic
644,"Requesting tents and shelter material at East Ward, minor leak",Shelter,Low,synthetic,keyword_tier_heuristic
645,"Building gas leak at Riverside Colony, smoke visible for miles",Fire,High,synthetic,keyword_tier_heuristic
646,"Need food supplies delivered to Riverside Colony, smoke everywhere",Food,High,synthetic,keyword_tier_heuristic
647,"Need an ambulance at North Bridge, my whole family trapped",Medical,Critical,synthetic,keyword_tier_heuristic
648,"We are trapped by flood water near Millbrook, small crack in wall",Flood/Rescue,Low,synthetic,keyword_tier_heuristic
649,"Building severe pain at Palm Grove, smoke visible for miles",Fire,High,synthetic,keyword_tier_heuristic
650,"Sharing an update, everything seems calm near Rosewood Lane today",Other/Irrelevant,High,synthetic,keyword_tier_heuristic
651,"Random test message, please ignore, sent from Central Market",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
652,"Need water tanker sent to Marina Road, unconscious",Water,Critical,synthetic,keyword_tier_heuristic
653,"Main road to Green Valley blocked by debris, low on supplies",Infrastructure,Medium,synthetic,keyword_tier_heuristic
654,"Requesting ration kits for East Ward, water rising slowly",Food,Medium,synthetic,keyword_tier_heuristic
655,"No clean water available at Sector 12 for two days, power has been out",Water,Medium,synthetic,keyword_tier_heuristic
656,"Requesting ration kits for North Bridge, just checking in",Food,Low,synthetic,keyword_tier_heuristic
657,"Power lines down at North Bridge, when will help arrive",Infrastructure,Low,synthetic,keyword_tier_heuristic
658,Medical emergency at Fairview Estate - the shopkeeper non-urgent request,Medical,Low,synthetic,keyword_tier_heuristic
659,"Power lines down at Lakeview Apartments, smoke everywhere",Infrastructure,High,synthetic,keyword_tier_heuristic
660,"Communication tower near Palm Grove is down, requesting information",Infrastructure,Low,synthetic,keyword_tier_heuristic
661,"Need water tanker sent to Koramangala, needs help soon",Water,Medium,synthetic,keyword_tier_heuristic
662,"Requesting ration kits for Millbrook, when will help arrive",Food,Low,synthetic,keyword_tier_heuristic
663,"Homes destroyed near East Ward, families need shelter, non-urgent request",Shelter,Low,synthetic,keyword_tier_heuristic
664,"Requesting ration kits for Whitefield, rising water fast",Food,High,synthetic,keyword_tier_heuristic
665,"River overflowing near Millbrook, trapped, send rescue team",Flood/Rescue,Critical,synthetic,keyword_tier_heuristic
666,"Random test message, please ignore, sent from Fairview Estate",Other/Irrelevant,Critical,synthetic,keyword_tier_heuristic
667,"Fire spreading fast near Green Valley, an elderly woman bleeding heavily same location as before",Fire,Critical,synthetic,keyword_tier_heuristic
668,"my neighbor is gas leak near Palm Grove, please send medical help",Medical,High,synthetic,keyword_tier_heuristic
669,"Need an ambulance at Riverside Colony, an unknown man injured",Medical,High,synthetic,keyword_tier_heuristic
670,"We are trapped by flood water near Lakeview Apartments, child missing same location as before",Flood/Rescue,High,synthetic,keyword_tier_heuristic
671,Medical emergency at Kings Cross - the shopkeeper needs help soon,Medical,Medium,synthetic,keyword_tier_heuristic
672,"Communication tower near Fairview Estate is down, feeling unwell",Infrastructure,Medium,synthetic,keyword_tier_heuristic
673,"Families at Whitefield have run out of food, cannot move",Food,Critical,synthetic,keyword_tier_heuristic
674,"Communication tower near Harbor District is down, minor injury",Infrastructure,Medium,synthetic,keyword_tier_heuristic
675,"Random test message, please ignore, sent from Sector 12",Other/Irrelevant,Low,synthetic,keyword_tier_heuristic
676,"Drinking water contaminated at Riverside Colony, severe pain",Water,High,synthetic,keyword_tier_heuristic
677,Medical emergency at Lakeview Apartments - a child minor injury,Medical,Medium,synthetic,keyword_tier_heuristic
678,"We are trapped by flood water near Harbor District, injured",Flood/Rescue,High,synthetic,keyword_tier_heuristic
